Measure,Time,Time_type,Ethnicity,Ethnicity_type,Gender,Gender_type,Age Bracket,Age Bracket Type,Value,Denominator,Numerator,Upper bound,Lower bound,Note
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.157,57,,,,
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.217,40,,,,
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,,All,25-49,Labour force age brackets,0.167,887,,,,
Unemployment in the labour force,1994,Year,All,All,,All,25-49,Labour force age brackets,0.08,17002,,,,
Unemployment in the labour force,1994,Year,White,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.087,8897,,,,
Unemployment in the labour force,1994,Year,Black,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.263,136,,,,
Unemployment in the labour force,1994,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.248,23,,,,
Unemployment in the labour force,1994,Year,Indian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.105,169,,,,
Unemployment in the labour force,1994,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.222,89,,,,
Unemployment in the labour force,1994,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.119,28,,,,Small sample size
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.187,31,,,,
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.209,29,,,,
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,Male,Male/Female,25-49,Labour force age brackets,0.186,505,,,,
Unemployment in the labour force,1994,Year,All,All,Male,Male/Female,25-49,Labour force age brackets,0.092,9405,,,,
Unemployment in the labour force,1994,Year,White,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.06,7213,,,,
Unemployment in the labour force,1994,Year,Black,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.177,138,,,,
Unemployment in the labour force,1994,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.136,29,,,,Small sample size
Unemployment in the labour force,1994,Year,Indian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.098,131,,,,
Unemployment in the labour force,1994,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.222,24,,,,
Unemployment in the labour force,1994,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.121,26,,,,Small sample size
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.239,11,,,,Small sample size
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,Female,Male/Female,25-49,Labour force age brackets,0.14,382,,,,
Unemployment in the labour force,1994,Year,All,All,Female,Male/Female,25-49,Labour force age brackets,0.064,7597,,,,
Unemployment in the labour force,1994,Year,White,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.078,5233,,,,
Unemployment in the labour force,1994,Year,Black,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.225,70,,,,
Unemployment in the labour force,1994,Year,Mixed or multiple,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Indian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.184,55,,,,
Unemployment in the labour force,1994,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.41,22,,,,
Unemployment in the labour force,1994,Year,Chinese,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,,All,50-64,Labour force age brackets,0.22,179,,,,
Unemployment in the labour force,1994,Year,All,All,,All,50-64,Labour force age brackets,0.083,5413,,,,
Unemployment in the labour force,1994,Year,White,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.099,3008,,,,
Unemployment in the labour force,1994,Year,Black,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.302,43,,,,
Unemployment in the labour force,1994,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Indian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.177,39,,,,
Unemployment in the labour force,1994,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.462,19,,,,
Unemployment in the labour force,1994,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,Male,Male/Female,50-64,Labour force age brackets,0.269,119,,,,
Unemployment in the labour force,1994,Year,All,All,Male,Male/Female,50-64,Labour force age brackets,0.105,3128,,,,
Unemployment in the labour force,1994,Year,White,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.05,2225,,,,
Unemployment in the labour force,1994,Year,Black,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.103,27,,,,Small sample size
Unemployment in the labour force,1994,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Indian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.201,16,,,,Small sample size
Unemployment in the labour force,1994,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1994,Year,Ethnic Minority,White and other,Female,Male/Female,50-64,Labour force age brackets,0.122,60,,,,
Unemployment in the labour force,1994,Year,All,All,Female,Male/Female,50-64,Labour force age brackets,0.052,2285,,,,
Unemployment in the labour force,1994,Year,White,White and other,,All,16+,Labour force age brackets,0.089,26175,,,,
Unemployment in the labour force,1994,Year,White,White and other,Male,Male/Female,16+,Labour force age brackets,0.105,14537,,,,
Unemployment in the labour force,1994,Year,White,White and other,Female,Male/Female,16+,Labour force age brackets,0.07,11637,,,,
Unemployment in the labour force,1994,Year,White,White and other,,All,16-24,Labour force age brackets,0.159,4403,,,,
Unemployment in the labour force,1994,Year,White,White and other,Male,Male/Female,16-24,Labour force age brackets,0.185,2365,,,,
Unemployment in the labour force,1994,Year,White,White and other,Female,Male/Female,16-24,Labour force age brackets,0.127,2039,,,,
Unemployment in the labour force,1994,Year,White,White and other,,All,25-49,Labour force age brackets,0.075,16110,,,,
Unemployment in the labour force,1994,Year,White,White and other,Male,Male/Female,25-49,Labour force age brackets,0.087,8897,,,,
Unemployment in the labour force,1994,Year,White,White and other,Female,Male/Female,25-49,Labour force age brackets,0.06,7213,,,,
Unemployment in the labour force,1994,Year,White,White and other,,All,50-64,Labour force age brackets,0.078,5233,,,,
Unemployment in the labour force,1994,Year,White,White and other,Male,Male/Female,50-64,Labour force age brackets,0.099,3008,,,,
Unemployment in the labour force,1994,Year,White,White and other,Female,Male/Female,50-64,Labour force age brackets,0.05,2225,,,,
Unemployment in the labour force,1995,Year,White,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.081,26211,,,,
Unemployment in the labour force,1995,Year,Black,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.237,415,,,,
Unemployment in the labour force,1995,Year,Mixed or multiple,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.184,96,,,,
Unemployment in the labour force,1995,Year,Indian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.122,428,,,,
Unemployment in the labour force,1995,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.275,192,,,,
Unemployment in the labour force,1995,Year,Chinese,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.1,60,,,,
Unemployment in the labour force,1995,Year,Other Asian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.128,78,,,,
Unemployment in the labour force,1995,Year,Other  ,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.221,58,,,,
Unemployment in the labour force,1995,Year,Unknown,ONS labour expanded Asian,,All,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1995,Year,Ethnic Minority,White and other,,All,16+,Labour force age brackets,0.188,1328,,,,
Unemployment in the labour force,1995,Year,All,All,,All,16+,Labour force age brackets,0.086,27544,,,,
Unemployment in the labour force,1995,Year,White,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.094,14515,,,,
Unemployment in the labour force,1995,Year,Black,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.261,211,,,,
Unemployment in the labour force,1995,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.176,45,,,,
Unemployment in the labour force,1995,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.132,247,,,,
Unemployment in the labour force,1995,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.272,143,,,,
Unemployment in the labour force,1995,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.101,36,,,,Small sample size
Unemployment in the labour force,1995,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.152,40,,,,
Unemployment in the labour force,1995,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.222,39,,,,
Unemployment in the labour force,1995,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1995,Year,Ethnic Minority,White and other,Male,Male/Female,16+,Labour force age brackets,0.201,759,,,,
Unemployment in the labour force,1995,Year,All,All,Male,Male/Female,16+,Labour force age brackets,0.1,15276,,,,
Unemployment in the labour force,1995,Year,White,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.064,11697,,,,
Unemployment in the labour force,1995,Year,Black,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.211,204,,,,
Unemployment in the labour force,1995,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.191,52,,,,
Unemployment in the labour force,1995,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.109,182,,,,
Unemployment in the labour force,1995,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.284,48,,,,
Unemployment in the labour force,1995,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.098,25,,,,Small sample size
Unemployment in the labour force,1995,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.103,39,,,,Small sample size
Unemployment in the labour force,1995,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.219,19,,,,Small sample size
Unemployment in the labour force,1995,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,1995,Year,Ethnic Minority,White and other,Female,Male/Female,16+,Labour force age brackets,0.171,569,,,,
Unemployment in the labour force,1995,Year,All,All,Female,Male/Female,16+,Labour force age brackets,0.069,12268,,,,
Unemployment in the labour force,1995,Year,White,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.147,4285,,,,
Unemployment in the labour force,1995,Year,Black,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.402,69,,,,
Unemployment in the labour force,1995,Year,Mixed or multiple,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.319,30,,,,
